karate,0.0,pagerank,0,0.0003724,0.3325937,0.4260298,0.5014245,0.4187867,3
karate,0.0,pagerank,1,0.000247,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.0,pagerank,2,0.0002418,0.0,0.0,0.3333333,0.0,1
karate,0.0,pagerank,3,0.0002472,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.0,pagerank,4,0.000294,0.0,0.0,0.3333333,0.0,1
karate,0.1,pagerank,0,0.0020759,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.1,pagerank,1,0.0012608,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.1,pagerank,2,0.0011187,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.1,pagerank,3,0.0010872,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.1,pagerank,4,0.0011868,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.2,pagerank,0,0.0014675,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.2,pagerank,1,0.0010946,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.2,pagerank,2,0.0010238,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.2,pagerank,3,0.001054,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.2,pagerank,4,0.001013,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,pagerank,0,0.0016644,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,pagerank,1,0.0011268,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,pagerank,2,0.0010958,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,pagerank,3,0.0011241,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,pagerank,4,0.0011907,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.4,pagerank,0,0.0012295,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.4,pagerank,1,0.0011165,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.4,pagerank,2,0.001524,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.4,pagerank,3,0.0013762,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.4,pagerank,4,0.001096,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.5,pagerank,0,0.0014901,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.5,pagerank,1,0.001379,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.5,pagerank,2,0.0012,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.5,pagerank,3,0.0013037,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.5,pagerank,4,0.0011778,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.6,pagerank,0,0.0014341,0.3883136,0.4744837,0.514157,0.42549,4
karate,0.6,pagerank,1,0.0012891,0.3883136,0.4744837,0.514157,0.42549,4
karate,0.6,pagerank,2,0.0013435,0.3883136,0.4744837,0.514157,0.42549,4
karate,0.6,pagerank,3,0.0015931,0.3883136,0.4744837,0.514157,0.42549,4
karate,0.6,pagerank,4,0.0012758,0.3883136,0.4744837,0.514157,0.42549,4
karate,0.7,pagerank,0,0.0017169,0.4155983,0.4976792,0.3896552,0.4292907,4
karate,0.7,pagerank,1,0.0013497,0.4020381,0.5683801,0.5665991,0.5905529,3
karate,0.7,pagerank,2,0.0012698,0.4155983,0.4976792,0.3896552,0.4292907,4
karate,0.7,pagerank,3,0.00126,0.4155983,0.4976792,0.3896552,0.4292907,4
karate,0.7,pagerank,4,0.0012619,0.4020381,0.5683801,0.5665991,0.5905529,3
karate,0.8,pagerank,0,0.0019662,0.4020381,0.5683801,0.5665991,0.5905529,3
karate,0.8,pagerank,1,0.0013225,0.4020381,0.5683801,0.5665991,0.5905529,3
karate,0.8,pagerank,2,0.0013337,0.4020381,0.5683801,0.5665991,0.5905529,3
karate,0.8,pagerank,3,0.0013959,0.4020381,0.5683801,0.5665991,0.5905529,3
karate,0.8,pagerank,4,0.0012937,0.4020381,0.5683801,0.5665991,0.5905529,3
karate,0.9,pagerank,0,0.0016289,0.4155983,0.4976792,0.3896552,0.4292907,4
karate,0.9,pagerank,1,0.0013542,0.4155983,0.4976792,0.3896552,0.4292907,4
karate,0.9,pagerank,2,0.0013475,0.4155983,0.4976792,0.3896552,0.4292907,4
karate,0.9,pagerank,3,0.0013874,0.4155983,0.4976792,0.3896552,0.4292907,4
karate,0.9,pagerank,4,0.0013263,0.4155983,0.4976792,0.3896552,0.4292907,4
karate,1.0,pagerank,0,0.0003543,0.4197896,0.5878497,0.3860837,0.4645911,4
karate,1.0,pagerank,1,0.0002708,0.4197896,0.5878497,0.3860837,0.4645911,4
karate,1.0,pagerank,2,0.0003169,0.4197896,0.5878497,0.3860837,0.4645911,4
karate,1.0,pagerank,3,0.0002694,0.4197896,0.5878497,0.3860837,0.4645911,4
karate,1.0,pagerank,4,0.0002604,0.4197896,0.5878497,0.3860837,0.4645911,4
karate,0.0,degree,0,0.0003846,0.3325937,0.4260298,0.5014245,0.4187867,3
karate,0.0,degree,1,0.0002446,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.0,degree,2,0.0002453,0.0,0.0,0.3333333,0.0,1
karate,0.0,degree,3,0.0002453,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.0,degree,4,0.0002992,0.0,0.0,0.3333333,0.0,1
karate,0.1,degree,0,0.0004814,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.1,degree,1,0.0006828,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.1,degree,2,0.0004098,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.1,degree,3,0.0004146,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.1,degree,4,0.0003903,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.2,degree,0,0.00055,0.3036654,0.3169932,0.7895668,0.3274021,2
karate,0.2,degree,1,0.0003605,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.2,degree,2,0.0005932,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.2,degree,3,0.0006759,0.3523176,0.7323776,0.9409722,0.771725,2
karate,0.2,degree,4,0.0003581,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,degree,0,0.0005951,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,degree,1,0.0004416,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,degree,2,0.000453,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,degree,3,0.0004418,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.3,degree,4,0.0004566,0.3717949,0.677243,0.9411765,0.7716263,2
karate,0.4,degree,0,0.000742,0.3806706,0.586559,0.8178571,0.6118493,3
karate,0.4,degree,1,0.0004871,0.3806706,0.586559,0.8178571,0.6118493,3
