1	1047 
2	931 
3	1229 
4	2541 
5	515 
6	2363 
7	1901 
8	249 
9	674 
10	2184 
11	249 
12	2926 
13	2938 
14	2675 
15	2357 
16	1136 
17	214 
18	504 
19	2378 
20	236 
21	3739 
22	2669 
23	716 
24	1628 
25	3235 
26	2738 
27	3108 
28	3653 
29	819 
30	3344 
31	175 
32	2999 
33	407 
34	2932 
35	2298 
36	2056 
37	1004 
38	1309 
39	2707 
40	3496 
41	2653 
42	1928 
43	2217 
44	2876 
45	2921 
46	1264 
47	2660 
48	3745 
49	3468 
50	1439 
51	1241 
52	3280 
53	2714 
54	1818 
55	416 
56	1835 
57	1963 
58	2902 
59	3453 
60	1083 
61	1198 
62	2086 
63	1497 
64	903 
65	2832 
66	1850 
67	2971 
68	2704 
69	2867 
70	2690 
71	2138 
72	609 
73	1808 
74	2122 
75	642 
76	2867 
77	414 
78	1551 
79	1685 
80	193 
81	2158 
82	230 
83	1 
84	2852 
85	497 
86	3206 
87	697 
88	2716 
89	2250 
90	1410 
91	436 
92	668 
93	2198 
94	171 
95	869 
96	2456 
97	3046 
98	3443 
99	2492 
100	3206 
101	1433 
102	1348 
103	3251 
104	2036 
105	380 
106	957 
107	2115 
108	2147 
109	1573 
110	55 
111	1460 
112	346 
113	1425 
114	136 
115	2850 
116	3486 
117	2035 
118	3735 
119	2030 
120	1571 
121	2298 
122	1395 
123	2046 
124	3102 
125	157 
126	1376 
127	3134 
128	3597 
129	2570 
130	3637 
131	1324 
132	590 
133	1211 
134	296 
135	1731 
136	1331 
137	834 
138	3303 
139	1583 
140	1663 
141	3254 
142	2984 
143	2862 
144	2067 
145	1059 
146	1867 
147	3395 
148	2862 
149	179 
150	2117 
151	2549 
152	1708 
153	3731 
154	3234 
155	623 
156	2260 
157	1081 
158	1395 
159	3101 
160	955 
161	683 
162	682 
163	2547 
164	1573 
165	3198 
166	3479 
167	1842 
168	2684 
169	1295 
170	3677 
171	1115 
172	1079 
173	1268 
174	163 
175	3148 
176	630 
177	2431 
178	451 
179	1997 
180	2348 
181	3270 
182	287 
183	2069 
184	3625 
185	937 
186	1552 
187	1014 
188	644 
189	634 
190	1566 
191	2197 
192	193 
193	2494 
194	698 
195	911 
196	3151 
197	1064 
198	372 
199	2075 
200	3338 
201	2459 
202	1165 
203	35 
204	2422 
205	438 
206	3108 
207	1422 
208	2164 
209	2394 
210	2679 
211	1562 
212	1902 
213	1140 
214	2953 
215	3155 
216	1326 
217	1836 
218	605 
219	2227 
