1	5353
1	9621
1	9848
1	9866
1	9869
1	9912
2	1301
2	2221
2	2817
2	2845
2	4531
2	6894
3	4404
3	6243
3	7667
3	8060
3	8882
3	8998
4	5831
4	9933
4	9956
4	9958
4	9987
4	9989
5	2262
5	4997
5	7268
5	7820
5	8043
5	9007
6	5336
6	9433
6	9494
6	9707
6	9946
6	9972
7	3049
7	7665
7	8885
7	9385
7	9749
7	9827
8	3736
8	5766
8	8738
8	9450
8	9631
8	9813
9	7483
9	8790
9	9046
9	9242
9	9264
9	9332
10	4443
10	4508
10	4845
10	4912
10	4927
10	8277
11	2579
11	9446
11	9830
11	9865
11	9880
11	9913
12	8348
12	8858
12	8953
12	8970
12	9287
12	9592
13	687
13	3678
13	6979
13	7670
13	7760
13	8860
14	2498
14	2951
14	2999
14	6179
14	6191
14	9588
15	2086
15	7713
15	9245
15	9863
15	9968
15	9993
16	4810
16	6306
16	8222
16	9299
16	9430
16	9521
17	5142
17	5962
17	9639
17	9781
17	9873
17	9999
18	6167
18	6879
18	7198
18	7542
18	7557
18	9880
19	8509
19	8941
19	9054
19	9248
19	9634
19	9665
20	8545
20	8815
20	9180
20	9319
20	9353
20	9873
21	5666
21	9358
21	9895
21	9908
21	9910
21	9965
22	7108
22	7425
22	7593
22	7956
22	7974
22	9896
23	8320
23	9179
23	9279
23	9294
23	9429
23	9733
24	8187
24	8292
24	8701
24	9319
24	9360
24	9852
25	3668
25	7923
25	8444
25	8719
25	9379
25	9992
26	4038
26	4515
26	6848
26	7881
26	9135
26	9757
27	3769
27	6735
27	8256
27	9275
27	9325
27	9436
28	451
28	2563
28	8291
28	8881
28	9694
28	9704
29	6550
29	8496
29	9815
29	9953
29	9976
29	10000
30	7711
30	8574
30	9752
30	9945
30	9975
30	9991
31	8013
31	8249
31	8338
31	8418
31	8427
31	9701
32	2097
32	4285
32	5912
32	8969
32	9213
32	9302
33	709
33	4236
33	6301
33	7877
33	8368
33	8390
34	299
34	3290
34	5574
34	8423
34	9710
34	9761
35	7182
35	7914
35	8709
35	9536
35	9606
35	9958
36	821
36	2903
36	8316
36	9123
36	9153
36	9451
37	5156
37	6280
37	7367
37	8086
37	9019
37	9347
38	4128
38	4697
38	8472
38	8779
38	8820
38	9227
39	2178
39	9382
39	9901
39	9962
39	9990
39	9996
40	7292
40	8977
40	9041
40	9074
40	9192
40	9307
41	2292
41	3930
41	8665
41	9034
41	9085
41	9220
42	3114
42	6986
42	7229
42	8517
42	9792
42	9895
43	6487
43	8413
43	8539
43	8860
43	9369
43	9438
44	8042
44	8583
44	8669
44	8927
44	9228
44	9931
45	5854
45	7636
45	7795
45	8977
45	9029
45	9332
46	7149
46	8630
46	9312
46	9434
46	9486
46	9852
47	1982
47	3119
47	8581
47	9301
47	9416
47	9955
48	3285
48	8458
48	9812
48	9859
48	9906
48	9964
49	2785
